Restaurant_Name,Link
Hotel Chola,https://www.swiggy.com/restaurants/hotel-chola-sai-baba-colony-coimbatore-419995
Hotel Cocoraco,https://www.swiggy.com/restaurants/hotel-cocoraco-saravanampatti-coimbatore-340995
Hotel Delhi Dharbarr,https://www.swiggy.com/restaurants/hotel-delhi-dharbarr-peelamedu-chitra-nagar-coimbatore-59209
Hotel Diner's Park,https://www.swiggy.com/restaurants/hotel-diners-park-ramanathapuram-vellalur-coimbatore-115924
Hotel Fouz,https://www.swiggy.com/restaurants/hotel-fouz-gandhipuram-tatabad-coimbatore-318512
Hotel Haris,https://www.swiggy.com/restaurants/hotel-haris-r-s-puram-selvapuram-south-coimbatore-202707
HOTEL IMAYAM ,https://www.swiggy.com/restaurants/hotel-imayam-ramanathapuram-ondi-pudur-coimbatore-309933
Hotel irani,https://www.swiggy.com/restaurants/hotel-irani-gandhipuram-coimbatore-439008
Hotel Junior Kuppanna,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-avinashi-road-peelamedu-coimbatore-52246
Hotel Junior Kuppanna,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-hopes-nehru-nagar-west-coimbatore-316711
Hotel Junior Kuppanna,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-town-hall-coimbatore-117707
Hotel Junior Kuppanna,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-trichy-road-opp-stock-exchange-kothari-layout-coimbatore-52376
Hotel Kanchana,https://www.swiggy.com/restaurants/hotel-kanchana-saravanampatti-coimbatore-403598
Hotel Kannappa,https://www.swiggy.com/restaurants/hotel-kannappa-coi-ganapathy-ganapathypudur-coimbatore-366024
Hotel Kannappa,https://www.swiggy.com/restaurants/hotel-kannappa-hopes-nehru-nagar-west-coimbatore-366028
Hotel Kovai Paradise,https://www.swiggy.com/restaurants/hotel-kovai-paradise-r-s-puram-coimbatore-411996
Hotel Lakshmi Chettinad,https://www.swiggy.com/restaurants/hotel-lakshmi-chettinad-saibaba-police-station-saibaba-koil-coimbatore-58143
Hotel Maa,https://www.swiggy.com/restaurants/hotel-maa-peelamedu-gopalapuram-coimbatore-93262
Hotel Madurai Manam,https://www.swiggy.com/restaurants/hotel-madurai-manam-ramanathapuram-coimbatore-113853
Hotel Milagu Rasam,https://www.swiggy.com/restaurants/hotel-milagu-rasam-peelamedu-pudur-coimbatore-158685
Hotel Mr Cook,https://www.swiggy.com/restaurants/hotel-mr-cook-saravanampatti-coimbatore-431320
Hotel Nalan,https://www.swiggy.com/restaurants/hotel-nalan-ramanathapuram-kallimadai-coimbatore-166148
Hotel Penguin,https://www.swiggy.com/restaurants/hotel-penguin-gandhima-nagar-gandhimaa-nagar-coimbatore-59264
Hotel Prabhas,https://www.swiggy.com/restaurants/hotel-prabhas-gandhipuram-ram-nagar-coimbatore-376515
Hotel Shree Lakshmi bhavan,https://www.swiggy.com/restaurants/hotel-shree-lakshmi-bhavan-peelamedu-ganapathi-police-quarters-coimbatore-365062
Hotel Shri Chola,https://www.swiggy.com/restaurants/hotel-shri-chola-saibaba-colony-kuppakonam-pudur-coimbatore-75226
Hotel Siruvani,https://www.swiggy.com/restaurants/hotel-siruvani-rs-puram-r-s-puram-coimbatore-50450
Hotel Sree Ram,https://www.swiggy.com/restaurants/hotel-sree-ram-saravanampatti-coimbatore-89076
HOTEL SRI KARPAGAM,https://www.swiggy.com/restaurants/hotel-sri-karpagam-near-bus-stand-singanallur-coimbatore-328035
Hotel Sri Madurai Meenakshi,https://www.swiggy.com/restaurants/hotel-sri-madurai-meenakshi-vk-road-peelamedu-coimbatore-66268
Hotel Sri Raahava Chettinadu,https://www.swiggy.com/restaurants/hotel-sri-raahava-chettinadu-coi-ganapathy-kk-nagar-coimbatore-208245
Hotel Sri Surya,https://www.swiggy.com/restaurants/hotel-sri-surya-trichy-road-ramanathapuram-signal-coimbatore-52379
Hotel STM Palace,https://www.swiggy.com/restaurants/hotel-stm-palace-r-s-puram-r-s-puram-west-coimbatore-282980
Hotel Surya,https://www.swiggy.com/restaurants/hotel-surya-kamarajar-road-esi-hospital-opp-uthangal-coimbatore-340882
Hotel Tnkl,https://www.swiggy.com/restaurants/hotel-tnkl-coi-ganapathy-coimbatore-434299
Hot Grillz,https://www.swiggy.com/restaurants/hot-grillz-saravanampatti-coimbatore-381276
Hot N Krispy,https://www.swiggy.com/restaurants/hot-n-krispy-saravanampatti-coimbatore-86030
House of Pizzas,https://www.swiggy.com/restaurants/house-of-pizzas-sitra-nehru-nagar-west-coimbatore-84889
House Of Secrets,https://www.swiggy.com/restaurants/house-of-secrets-peelamedu-coimbatore-429952
House Of Wraps,https://www.swiggy.com/restaurants/house-of-wraps-thudiyalur-sai-baba-colony-coimbatore-62263
HSR Biriyani,https://www.swiggy.com/restaurants/hsr-biriyani-gandhipuram-7th-st-extension-coimbatore-220791
Hunger's Junction,https://www.swiggy.com/restaurants/hungers-junction-coi-ganapathy-ganapathi-maanagar-coimbatore-321885
Hungry Freakes,https://www.swiggy.com/restaurants/hungry-freakes-hopes-peelamedu-coimbatore-366859
Hungry Panda,https://www.swiggy.com/restaurants/hungry-panda-hopes-coimbatore-398281
Hyderabad Biriyani Hotel,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-inside-central-busstand-ram-nagar-coimbatore-61502
Hyderabad Biriyani Hotel,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-r-s-puram-r-s-puram-west-coimbatore-77987
Hyderabad Biriyani Hotel,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-sai-baba-colony-kovilmedu-coimbatore-94991
Hyderabad Biriyani Hotel,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-sathy-main-road-saravanampatti-coimbatore-61500
Hyderabad Biriyani Hotel,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-sitra-civil-aerodrome-post-coimbatore-61499
Ibaco,https://www.swiggy.com/restaurants/ibaco-brookefield-mall-r-s-puram-west-coimbatore-53543
IBACO,https://www.swiggy.com/restaurants/ibaco-coi-ganapathy-coimbatore-380314
Ibaco,https://www.swiggy.com/restaurants/ibaco-peelamedu-coimbatore-53545
Ibaco,https://www.swiggy.com/restaurants/ibaco-ramanathapuram-palaniappa-nagar-coimbatore-53542
Ibaco,https://www.swiggy.com/restaurants/ibaco-saibaba-colony-kuppakonam-pudur-coimbatore-53544
Icecream Cafe,https://www.swiggy.com/restaurants/icecream-cafe-r-s-puram-r-s-puram-west-coimbatore-375686
Icy Spicy Foods,https://www.swiggy.com/restaurants/icy-spicy-foods-r-s-puram-coimbatore-416874
IDC,https://www.swiggy.com/restaurants/idc-r-s-puram-r-s-puram-west-coimbatore-373822
Iddly Italy,https://www.swiggy.com/restaurants/iddly-italy-sai-baba-colony-coimbatore-140293
Idly 2 Roti,https://www.swiggy.com/restaurants/idly-2-roti-peelamedu-coimbatore-440377
Idly Virundhu,https://www.swiggy.com/restaurants/idly-virundhu-new-siddhapudur-coimbatore-coimbatore-57556
Im Thirsty,https://www.swiggy.com/restaurants/im-thirsty-peelamedu-coimbatore-128594
Inipps & kaarams,https://www.swiggy.com/restaurants/inipps-and-kaarams-hopes-coimbatore-377266
INOX,https://www.swiggy.com/restaurants/inox-saravanampatti-coimbatore-327245
INSTA CHAAT,https://www.swiggy.com/restaurants/insta-chaat-r-s-puram-r-s-puram-west-coimbatore-325863
Intervals,https://www.swiggy.com/restaurants/intervals-fun-republic-mall-avinashi-road-bharathi-nagar-coimbatore-119380
Irani foods,https://www.swiggy.com/restaurants/irani-foods-r-s-puram-coimbatore-403437
Iyarkai Biriyani Mess,https://www.swiggy.com/restaurants/iyarkai-biriyani-mess-saravanampatti-annai-vellankanni-nagar-coimbatore-199551
Jayam Meen Varuval,https://www.swiggy.com/restaurants/jayam-meen-varuval-saravanampatti-coimbatore-357754
JIGARTHANDA FACTORY,https://www.swiggy.com/restaurants/jigarthanda-factory-sai-baba-colony-coimbatore-405381
Jk hotels,https://www.swiggy.com/restaurants/jk-hotels-sai-baba-colony-kuppakonam-pudur-coimbatore-313156
JM RESTAURANT,https://www.swiggy.com/restaurants/jm-restaurant-sai-baba-colony-coimbatore-420083
JMR HOME FOOD,https://www.swiggy.com/restaurants/jmr-home-food-sai-baba-colony-coimbatore-443900
JN Foods and Mesmerice Icecream,https://www.swiggy.com/restaurants/jn-foods-and-mesmerice-icecream-ukkadam-pulian-thoppu-coimbatore-101137
Jolly Jolly Cakes,https://www.swiggy.com/restaurants/jolly-jolly-cakes-sai-baba-colony-coimbatore-398151
Jonats pizza,https://www.swiggy.com/restaurants/jonats-pizza-ramanathapuram-coimbatore-401688
JP's IDLY KADAI,https://www.swiggy.com/restaurants/jps-idly-kadai-sai-baba-colony-coimbatore-387795
JR Cakes & Bakes,https://www.swiggy.com/restaurants/jr-cakes-and-bakes-avinashi-rd-sri-nagar-coimbatore-68668
Js Fast Food,https://www.swiggy.com/restaurants/js-fast-food-r-s-puram-r-s-puram-west-coimbatore-368503
Juices and Cafe,https://www.swiggy.com/restaurants/juices-and-cafe-coi-ganapathy-ganapathypudur-coimbatore-372836
Juices and cafe,https://www.swiggy.com/restaurants/juices-and-cafe-peelamedu-surya-garden-coimbatore-332204
JUMPIN BEANS CAFE,https://www.swiggy.com/restaurants/jumpin-beans-cafe-r-s-puram-r-s-puram-west-coimbatore-324948
Jungles Tea,https://www.swiggy.com/restaurants/jungles-tea-gandhipuram-coimbatore-430065
JUNIOR SRI ENGANNAN BRIYANI,https://www.swiggy.com/restaurants/junior-sri-engannan-briyani-sai-baba-colony-kuppakonam-pudur-coimbatore-328529
Just Bake,https://www.swiggy.com/restaurants/just-bake-peelamedu-coimbatore-408933
Just Bake,https://www.swiggy.com/restaurants/just-bake-r-s-puram-coimbatore-408860
Just Bake,https://www.swiggy.com/restaurants/just-bake-sai-baba-colony-coimbatore-408931
Just Bake,https://www.swiggy.com/restaurants/just-bake-saravanampatti-coimbatore-408899
Just Biriyani,https://www.swiggy.com/restaurants/just-biriyani-hopes-college-valluvar-nagar-coimbatore-57780
Just Biriyani,https://www.swiggy.com/restaurants/just-biriyani-sai-baba-colony-coimbatore-295172
JUST ICE CAFE,https://www.swiggy.com/restaurants/just-ice-cafe-r-s-puram-ukkadam-coimbatore-326133
Kaanchan Kitchen's,https://www.swiggy.com/restaurants/kaanchan-kitchens-rs-puram-ranganathapuram-coimbatore-57351
Kaapi Express,https://www.swiggy.com/restaurants/kaapi-express-hopes-sri-nagar-coimbatore-370497
Kaapingo,https://www.swiggy.com/restaurants/kaapingo-peelamedu-coimbatore-431352
Kaarapetti,https://www.swiggy.com/restaurants/kaarapetti-peelamedu-coimbatore-378216
Kadhambam,https://www.swiggy.com/restaurants/kadhambam-gandhipuram-tatabad-coimbatore-222341
Kafe 2 Go,https://www.swiggy.com/restaurants/kafe-2-go-r-s-puram-r-s-puram-west-coimbatore-365073
Kailash Parbat,https://www.swiggy.com/restaurants/kailash-parbat-gandhipuram-coimbatore-coimbatore-50254
Kanakathara,https://www.swiggy.com/restaurants/kanakathara-coi-ganapathy-ganapathypudur-coimbatore-339212
Kanakathara,https://www.swiggy.com/restaurants/kanakathara-sitra-nehru-nagar-west-coimbatore-198519
Kannammal Unavagam,https://www.swiggy.com/restaurants/kannammal-unavagam-hopes-lakshmipuram-coimbatore-374960
Kannan Brothers Veg Chat House,https://www.swiggy.com/restaurants/kannan-brothers-veg-chat-house-puthiyavan-nagar-r-s-puram-west-coimbatore-114849
KANNAN DOSAI KADAI,https://www.swiggy.com/restaurants/kannan-dosai-kadai-hopes-chitra-nagar-coimbatore-309241
Kannan Fresh Juice And Snacks,https://www.swiggy.com/restaurants/kannan-fresh-juice-and-snacks-hopes-lakshmipuram-coimbatore-365448
KANNAN'S SNAC CORNER,https://www.swiggy.com/restaurants/kannans-snac-corner-r-s-puram-coimbatore-448967
Kanteen Savira,https://www.swiggy.com/restaurants/kanteen-savira-ondipudur-ondi-pudur-coimbatore-70392
Karaikkudi Chettinadu,https://www.swiggy.com/restaurants/karaikkudi-chettinadu-neelambur-chinniyampalayam-coimbatore-182130
Karaikudi Annalakshmi,https://www.swiggy.com/restaurants/karaikudi-annalakshmi-ganapathy-saibaba-colony-coimbatore-254995
KARAIKUDI CHETTINADU BRIYANI UNAVAGAM,https://www.swiggy.com/restaurants/karaikudi-chettinadu-briyani-unavagam-sai-baba-colony-coimbatore-431679
Karaikudi Chettinadu Restaurant,https://www.swiggy.com/restaurants/karaikudi-chettinadu-restaurant-sai-baba-colony-coimbatore-443926
Karaikudi Chinese Restaurant,https://www.swiggy.com/restaurants/karaikudi-chinese-restaurant-avinashi-road-sri-nagar-coimbatore-176667
Karakudi Ayyanar Mess,https://www.swiggy.com/restaurants/karakudi-ayyanar-mess-saravanampatti-coimbatore-338940
KAVIN CHETTINADU MESS(TIME TO EAT),https://www.swiggy.com/restaurants/kavin-chettinadu-mess-time-to-eat-hopes-coimbatore-401563
Kavya mess,https://www.swiggy.com/restaurants/kavya-mess-gandhipuram-coimbatore-381238
KB Mess,https://www.swiggy.com/restaurants/kb-mess-kollupalayam-peelamedu-coimbatore-404361
KCM Family Restaurant,https://www.swiggy.com/restaurants/kcm-family-restaurant-gv-residency-rajiv-gandhi-nagar-coimbatore-51981
KCM FRIED CHICKEN,https://www.swiggy.com/restaurants/kcm-fried-chicken-uppulipalayam-coimbatore-coimbatore-51976
KCM RESTAURAT (Peelamedu),https://www.swiggy.com/restaurants/kcm-restaurat-peelamedu-fun-mall-periyar-nagar-coimbatore-51983
Kebabistaan,https://www.swiggy.com/restaurants/kebabistaan-saravanampatti-coimbatore-188539
Kebabq,https://www.swiggy.com/restaurants/kebabq-peelamedu-masakalipalayam-coimbatore-55995
Keeraikadai,https://www.swiggy.com/restaurants/keeraikadai-alagesan-road-saibaba-colony-coimbatore-67643
Keranadu Kitchen,https://www.swiggy.com/restaurants/keranadu-kitchen-hopes-maheshwari-nagar-coimbatore-356229
kerith cakes,https://www.swiggy.com/restaurants/kerith-cakes-coi-ganapathy-coimbatore-434988
Keventers - Milkshakes and Desserts,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-brookfilds-mall-krishnaswamya-road-coimbatore-72832
Keventers - Milkshakes and Desserts,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-peelamedu-coimbatore-63466
Keventers - Milkshakes and Desserts,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-prozone-mall-saravanampatti-coimbatore-65478
KFC,https://www.swiggy.com/restaurants/kfc-avinashi-rd-near-sri-ramakrishna-dental-college-odayamapalayam-coimbatore-50793
KFC,https://www.swiggy.com/restaurants/kfc-dr-krishnasamy-mudaliyar-rd-puthiyavan-nagar-r-s-puram-west-coimbatore-49526
KFC,https://www.swiggy.com/restaurants/kfc-fun-republic-mall-474-avinashi-road-periyar-nagar-coimbatore-50792
KFC,https://www.swiggy.com/restaurants/kfc-prozone-mall-food-court-1st-saravanampatti-coimbatore-51012
King Kong biryani,https://www.swiggy.com/restaurants/king-kong-biryani-sai-baba-colony-coimbatore-443928
Kiramathu soru,https://www.swiggy.com/restaurants/kiramathu-soru-r-s-puram-coimbatore-443465
Kiscol Grands,https://www.swiggy.com/restaurants/kiscol-grands-gandhipuram-coimbatore-386768
Kitcha's Sweets,https://www.swiggy.com/restaurants/kitchas-sweets-saravanampatti-coimbatore-349000
Kitchen 7,https://www.swiggy.com/restaurants/kitchen-7-coi-ganapathy-coimbatore-385372
Kites Cafe,https://www.swiggy.com/restaurants/kites-cafe-br-puram-argus-nagar-coimbatore-52011
Kites Pizza,https://www.swiggy.com/restaurants/kites-pizza-br-puram-argus-nagar-coimbatore-51982
Kites Shakes,https://www.swiggy.com/restaurants/kites-shakes-b-r-puram-argus-nagar-coimbatore-67398
KOKKARAKO,https://www.swiggy.com/restaurants/kokkarako-sai-baba-colony-rajagopal-nagar-coimbatore-328526
KOLAPASI,https://www.swiggy.com/restaurants/kolapasi-hopes-argus-nagar-coimbatore-261499
KOLAPASI,https://www.swiggy.com/restaurants/kolapasi-r-s-puram-r-s-puram-west-coimbatore-324040
KOLAPASI,https://www.swiggy.com/restaurants/kolapasi-singanallur-agraharam-coimbatore-351798
Konghu Dum Biryani,https://www.swiggy.com/restaurants/konghu-dum-biryani-r-s-puram-ram-nagar-coimbatore-98624
Kongu Biriyani,https://www.swiggy.com/restaurants/kongu-biriyani-hopes-coimbatore-398192
Kongu Biryani,https://www.swiggy.com/restaurants/kongu-biryani-r-s-puram-coimbatore-429972
KONGU FOODS,https://www.swiggy.com/restaurants/kongu-foods-ramanathapuram-coimbatore-380794
Kootansooru Restaurant,https://www.swiggy.com/restaurants/kootansooru-restaurant-peelamedu-sri-ramakrishna-dental-college-and-hospital-coimbatore-322804
Kovai Ammu Mess,https://www.swiggy.com/restaurants/kovai-ammu-mess-hopes-esi-coimbatore-365079
KOVAI ANGATHA BIRIYANI,https://www.swiggy.com/restaurants/kovai-angatha-biriyani-sai-baba-colony-coimbatore-332413
Kovai Biriyani Hotel,https://www.swiggy.com/restaurants/kovai-biriyani-hotel-rs-puram-r-s-puram-west-coimbatore-57348
Kovai Biriyani Hotel,https://www.swiggy.com/restaurants/kovai-biriyani-hotel-saibaba-colony-sai-baba-colony-coimbatore-57357
KOVAI CHAPATHI STALL,https://www.swiggy.com/restaurants/kovai-chapathi-stall-ramanathapuram-coimbatore-390322
Kovai chilly chicken,https://www.swiggy.com/restaurants/kovai-chilly-chicken-hopes-coimbatore-385151
Kovai dakshin,https://www.swiggy.com/restaurants/kovai-dakshin-peelamedu-ramanathapuram-coimbatore-403869
KOVAI DURBAR,https://www.swiggy.com/restaurants/kovai-durbar-hopes-nehru-nagar-west-coimbatore-281553
Kovai Grill,https://www.swiggy.com/restaurants/kovai-grill-kamaraj-rd-valluvar-nagar-coimbatore-59267
Kovai Juice Corner,https://www.swiggy.com/restaurants/kovai-juice-corner-hopes-coimbatore-378204
Kovai Kabab Restaurant,https://www.swiggy.com/restaurants/kovai-kabab-restaurant-near-kct-college-coimbatore-coimbatore-62751
Kovai Kitchen - Fairfield by Marriott Coimbatore,https://www.swiggy.com/restaurants/kovai-kitchen-fairfield-by-marriott-coimbatore-airport-road-civil-aerodrome-post-coimbatore-298193
Kovai Parotta Kadai,https://www.swiggy.com/restaurants/kovai-parotta-kadai-sitra-indira-nagar-coimbatore-115361
Kovai Pazhamudir Nilayam,https://www.swiggy.com/restaurants/kovai-pazhamudir-nilayam-rs-puram-r-s-puram-west-coimbatore-56649
Kovai Royal Biriyani,https://www.swiggy.com/restaurants/kovai-royal-biriyani-hopes-lakshmi-ammal-layout-coimbatore-249523
KOVAI STAR BIRIYANI,https://www.swiggy.com/restaurants/kovai-star-biriyani-saravanampatti-coimbatore-254691
Kovai Virundhu,https://www.swiggy.com/restaurants/kovai-virundhu-peelamedu-indira-nagar-coimbatore-115366
Koyan Kafe,https://www.swiggy.com/restaurants/koyan-kafe-coi-ganapathy-coimbatore-386943
Kpn Fast Food,https://www.swiggy.com/restaurants/kpn-fast-food-sai-baba-colony-sanganoor-coimbatore-355777
KR BAKES AND RESTAURANT,https://www.swiggy.com/restaurants/kr-bakes-and-restaurant-coi-ganapathy-ganapathypudur-coimbatore-302756
K.R. BAKES AND RESTAURANT,https://www.swiggy.com/restaurants/k-r-bakes-and-restaurant-hopes-singanallur-coimbatore-297528
K.R.BAKES AND RESTAURANT,https://www.swiggy.com/restaurants/k-r-bakes-and-restaurant-ramanathapuram-puliakulam-coimbatore-297524
KR BAKES AND RESTAURANT,https://www.swiggy.com/restaurants/kr-bakes-and-restaurant-sai-baba-colony-kuppakonam-pudur-coimbatore-302522
K.R.BAKES & RESTAURANT,https://www.swiggy.com/restaurants/k-r-bakes-and-restaurant-sai-baba-colony-sai-baba-colony-mettupalayam-coimbatore-297517
KR Chats,https://www.swiggy.com/restaurants/kr-chats-r-s-puram-town-hall-coimbatore-64481
Krish Kulambu Kadai,https://www.swiggy.com/restaurants/krish-kulambu-kadai-coi-ganapathy-coimbatore-414784
Krishna Canteen,https://www.swiggy.com/restaurants/krishna-canteen-sitra-karuparampalayam-pirvu-coimbatore-176662
Krish Panipoori Stall,https://www.swiggy.com/restaurants/krish-panipoori-stall-sai-baba-colony-kuppakonam-pudur-coimbatore-363087
Kriya Snacks,https://www.swiggy.com/restaurants/kriya-snacks-hopes-coimbatore-226019
KRYPTAS,https://www.swiggy.com/restaurants/kryptas-peelamedu-coimbatore-446086
KS AMIZHTHAM HOTEL,https://www.swiggy.com/restaurants/ks-amizhtham-hotel-r-s-puram-coimbatore-411099
Kulambu Kadai,https://www.swiggy.com/restaurants/kulambu-kadai-rs-puram-r-s-puram-west-coimbatore-55413
Kulandhai Vinayagar Unavagam,https://www.swiggy.com/restaurants/kulandhai-vinayagar-unavagam-sai-baba-colony-kuppakonam-pudur-coimbatore-220815
Kulfistan,https://www.swiggy.com/restaurants/kulfistan-nsr-road-saibaba-colony-coimbatore-50424
KULUKKI SARBATH,https://www.swiggy.com/restaurants/kulukki-sarbath-hopes-coimbatore-413525
Kwality Walls,https://www.swiggy.com/restaurants/kwality-walls-coi-ganapathy-ganapathypudur-coimbatore-318571
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-gandhipuram-coimbatore-379943
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-peelamedu-coimbatore-397035
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-ramanathapuram-coimbatore-333562
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-sai-baba-colony-saibaba-colony-coimbatore-343438
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-varadharajapuram-medu-anna-nagar-coimbatore-376292
Kwality Walls,https://www.swiggy.com/restaurants/kwality-walls-r-s-puram-r-s-puram-west-coimbatore-310939
LABBAIKS,https://www.swiggy.com/restaurants/labbaiks-ramanathapuram-coimbatore-50437
La Cafe,https://www.swiggy.com/restaurants/la-cafe-rs-puram-coimbatore-coimbatore-50282
La casa,https://www.swiggy.com/restaurants/la-casa-gandhipuram-coimbatore-405866
LALITHASS KITCHEN,https://www.swiggy.com/restaurants/lalithass-kitchen-r-s-puram-coimbatore-444205
Lalkudi Restaurant,https://www.swiggy.com/restaurants/lalkudi-restaurant-gandhipuram-ram-nagar-coimbatore-322806
La Mensa,https://www.swiggy.com/restaurants/la-mensa-nava-india-sri-ramakrishna-dental-college-and-hospital-coimbatore-55433
lara's kitchen,https://www.swiggy.com/restaurants/laras-kitchen-velandipalayam-ramalingam-colony-coimbatore-253615
Lassi Club,https://www.swiggy.com/restaurants/lassi-club-bharathi-park-saibaba-colony-coimbatore-50350
Lassi Factory,https://www.swiggy.com/restaurants/lassi-factory-hopes-balan-nagar-coimbatore-53331
Lassi Shop,https://www.swiggy.com/restaurants/lassi-shop-sai-baba-colony-coimbatore-431269
Lathas KariSoru,https://www.swiggy.com/restaurants/lathas-karisoru-coi-ganapathy-coimbatore-417697
Le'andra,https://www.swiggy.com/restaurants/leandra-nanjundapuram-road-nethaji-nagar-coimbatore-50376
LETS GO BIRYANI,https://www.swiggy.com/restaurants/lets-go-biryani-saravanampatti-coimbatore-446495
Linda,https://www.swiggy.com/restaurants/linda-raja-annamalai-street-saibaba-colony-coimbatore-50259
LISA PIZZA,https://www.swiggy.com/restaurants/lisa-pizza-sowripalayam-ramanathapuram-coimbatore-383225
Little Arabia,https://www.swiggy.com/restaurants/little-arabia-hopes-hope-college-coimbatore-245115
Little Panda,https://www.swiggy.com/restaurants/little-panda-peelamedu-periyar-nagar-coimbatore-230730
Live cakes,https://www.swiggy.com/restaurants/live-cakes-hopes-chitra-nagar-coimbatore-319662
LMN HAJIYAAR BIRIYANI HOTEL,https://www.swiggy.com/restaurants/lmn-hajiyaar-biriyani-hotel-r-s-puram-coimbatore-394446
Lovely Chinese Fast Food,https://www.swiggy.com/restaurants/lovely-chinese-fast-food-ramanathapuram-puliakulam-coimbatore-366348
LunchBox,https://www.swiggy.com/restaurants/lunchbox-mettupalayam-road-ranganathapuram-coimbatore-105010
LunchBox,https://www.swiggy.com/restaurants/lunchbox-saravanamapatti-saravanampatti-coimbatore-194296
Made for you,https://www.swiggy.com/restaurants/made-for-you-new-siddhapudur-balasundaram-layout-coimbatore-65473
MAD MACHO,https://www.swiggy.com/restaurants/mad-macho-gandhipuram-balasundaram-layout-coimbatore-296765
Madurai azhagar bun parotta,https://www.swiggy.com/restaurants/madurai-azhagar-bun-parotta-vadavalli-r-s-puram-west-coimbatore-358430
MADURAI JIGARDHANDA,https://www.swiggy.com/restaurants/madurai-jigardhanda-gandhipuram-balasundaram-layout-coimbatore-309937
Madurai Kolambu Kadai,https://www.swiggy.com/restaurants/madurai-kolambu-kadai-sai-baba-colony-coimbatore-430390
Madurai Lunch Home,https://www.swiggy.com/restaurants/madurai-lunch-home-avinashi-road-t-nagar-coimbatore-68048
Madurai Manam Briyanis,https://www.swiggy.com/restaurants/madurai-manam-briyanis-ramanathapuram-coimbatore-218300
Maduraimanam,https://www.swiggy.com/restaurants/maduraimanam-ramanathapuram-coimbatore-125766
Madurai Manam Restaurant,https://www.swiggy.com/restaurants/madurai-manam-restaurant-ramanathapuram-coimbatore-57777
Madurai Vilakkuthoon Hanifa Jigarthanda,https://www.swiggy.com/restaurants/madurai-vilakkuthoon-hanifa-jigarthanda-gandhipuram-coimbatore-92279
Madurai Virunthu,https://www.swiggy.com/restaurants/madurai-virunthu-r-s-puram-r-s-puram-west-coimbatore-353454
Mahi's Menu,https://www.swiggy.com/restaurants/mahis-menu-sowri-palayam-peelamedu-coimbatore-433822
Malabar camboose,https://www.swiggy.com/restaurants/malabar-camboose-peelamedu-saravanampatti-coimbatore-322937
Malabar Restaurant,https://www.swiggy.com/restaurants/malabar-restaurant-gandhipuram-ram-nagar-coimbatore-59270
Mandal Chats Veg Stall,https://www.swiggy.com/restaurants/mandal-chats-veg-stall-sai-baba-colony-saibaba-colony-coimbatore-362136
Manickam Ac Restaurant,https://www.swiggy.com/restaurants/manickam-ac-restaurant-r-s-puram-coimbatore-409893
Manna Sandwich,https://www.swiggy.com/restaurants/manna-sandwich-sai-baba-colony-coimbatore-433693
Marhaba,https://www.swiggy.com/restaurants/marhaba-prozone-mall-ganapathy-saravanampatti-coimbatore-68049
Marutham''s Coffee Plus,https://www.swiggy.com/restaurants/maruthams-coffee-plus-ramanathapuram-kallimadai-coimbatore-50614
Master grill,https://www.swiggy.com/restaurants/master-grill-saravanampatti-coimbatore-392995
Mayi Foods,https://www.swiggy.com/restaurants/mayi-foods-sai-baba-colony-kuppakonam-pudur-coimbatore-91590
McCafe by McDonald's,https://www.swiggy.com/restaurants/mccafe-by-mcdonalds-brookefields-fc-r-s-puram-west-coimbatore-192404
McDonald's,https://www.swiggy.com/restaurants/mcdonalds-brookefields-fc-r-s-puram-west-coimbatore-56504
McDonald's,https://www.swiggy.com/restaurants/mcdonalds-fun-mall-periyar-nagar-coimbatore-56506
McDonald's Gourmet Burger Collection,https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-brookefields-fc-r-s-puram-west-coimbatore-420287
McDonald's Gourmet Burger Collection,https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-fun-mall-periyar-nagar-coimbatore-420289
